"fecha_hecho","departamento","municipio","tipo_cultivo","cantidad","unidad","LATITUD","LONGITUD"
2007-01-01,"CASANARE","SABANALARGA","COCA",1,"HECTAREA",4.81119011,-72.99580655
2007-01-02,"NARIÑO","SAMANIEGO","AMAPOLA",4,"HECTAREA",1.430555262,-77.69179559
2007-01-03,"SANTANDER","BOLIVAR","COCA",3,"HECTAREA",6.181715586,-73.92065703
2007-01-04,"SANTANDER","CIMITARRA","COCA",2,"HECTAREA",6.40972961,-74.17030427
2007-01-04,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-01-05,"CALDAS","VICTORIA","COCA",1,"HECTAREA",5.447542859,-74.83622502
2007-01-05,"NARIÑO","FUNES","AMAPOLA",6,"HECTAREA",0.957786429,-77.39532781
2007-01-05,"BOYACÁ","PAUNA","COCA",1.7,"HECTAREA",5.688801559,-74.00504122
2007-01-06,"NARIÑO","TUQUERRES","AMAPOLA",4.5,"HECTAREA",1.134440523,-77.63073238
2007-01-06,"NARIÑO","ROBERTO PAYAN","COCA",1,"HECTAREA",1.897581156,-78.3811163
2007-01-07,"NARIÑO","EL ROSARIO","COCA",1,"HECTAREA",1.887689437,-77.48319589
2007-01-08,"TOLIMA","ATACO","COCA",3,"HECTAREA",3.37749064,-75.61373257
2007-01-09,"NARIÑO","RICAURTE","COCA",0.5,"HECTAREA",1.147671848,-78.05811118
2007-01-10,"NARIÑO","SAMANIEGO","AMAPOLA",8,"HECTAREA",1.430555262,-77.69179559
2007-01-10,"NARIÑO","EL ROSARIO","COCA",0.89,"HECTAREA",1.887689437,-77.48319589
2007-01-11,"CUNDINAMARCA","CAPARRAPI","COCA",11,"HECTAREA",5.381501399,-74.52123595
2007-01-11,"NARIÑO","SAMANIEGO","AMAPOLA",9,"HECTAREA",1.430555262,-77.69179559
2007-01-11,"CUNDINAMARCA","EL PEÑON","COCA",0.5,"HECTAREA",5.261728244,-74.30830564
2007-01-13,"SANTANDER","VELEZ","COCA",5,"HECTAREA",6.00741043,-73.69057256
2007-01-13,"ANTIOQUIA","PUERTO TRIUNFO","COCA",2.5,"HECTAREA",5.954830151,-74.6861918
2007-01-14,"SANTANDER","CIMITARRA","COCA",9,"HECTAREA",6.40972961,-74.17030427
2007-01-15,"SANTANDER","CIMITARRA","COCA",10.2,"HECTAREA",6.40972961,-74.17030427
2007-01-15,"NARIÑO","LEIVA","COCA",2,"HECTAREA",1.900862361,-77.31220073
2007-01-15,"NARIÑO","EL ROSARIO","COCA",0.95,"HECTAREA",1.887689437,-77.48319589
2007-01-16,"SANTANDER","CIMITARRA","COCA",9.5,"HECTAREA",6.40972961,-74.17030427
2007-01-16,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-01-16,"CUNDINAMARCA","TOPAIPI","COCA",0.2,"HECTAREA",5.355688386,-74.28963994
2007-01-16,"META","URIBE","COCA",10,"HECTAREA",3.047726858,-74.43066134
2007-01-17,"SANTANDER","CIMITARRA","COCA",8.1,"HECTAREA",6.40972961,-74.17030427
2007-01-17,"NARIÑO","SAMANIEGO","AMAPOLA",10,"HECTAREA",1.430555262,-77.69179559
2007-01-17,"NARIÑO","LEIVA","COCA",2,"HECTAREA",1.900862361,-77.31220073
2007-01-18,"CUNDINAMARCA","EL PEÑON","COCA",1,"HECTAREA",5.261728244,-74.30830564
2007-01-18,"NARIÑO","LA UNION","COCA",1.5,"HECTAREA",1.619697376,-77.14284622
2007-01-18,"SANTANDER","CIMITARRA","COCA",9.9,"HECTAREA",6.40972961,-74.17030427
2007-01-18,"NARIÑO","SAMANIEGO","AMAPOLA",7,"HECTAREA",1.430555262,-77.69179559
2007-01-19,"SANTANDER","CIMITARRA","COCA",8.4,"HECTAREA",6.40972961,-74.17030427
2007-01-19,"NARIÑO","LEIVA","COCA",2,"HECTAREA",1.900862361,-77.31220073
2007-01-19,"NARIÑO","EL ROSARIO","COCA",0.7,"HECTAREA",1.887689437,-77.48319589
2007-01-19,"CUNDINAMARCA","YACOPI","COCA",2,"HECTAREA",5.591910157,-74.36480865
2007-01-20,"SANTANDER","CIMITARRA","COCA",8.2,"HECTAREA",6.40972961,-74.17030427
2007-01-20,"NARIÑO","LA UNION","COCA",2,"HECTAREA",1.619697376,-77.14284622
2007-01-21,"SANTANDER","CIMITARRA","COCA",7.6,"HECTAREA",6.40972961,-74.17030427
2007-01-21,"CAQUETÁ","LA MONTAÑITA","COCA",1.5,"HECTAREA",1.302860442,-75.23572732
2007-01-22,"SANTANDER","CIMITARRA","COCA",9.4,"HECTAREA",6.40972961,-74.17030427
2007-01-22,"CAUCA","FLORENCIA","COCA",0.5,"HECTAREA",1.69453474,-77.08735723
2007-01-22,"TOLIMA","CHAPARRAL","COCA",10,"HECTAREA",3.743693084,-75.58986634
2007-01-23,"BOYACÁ","SAN PABLO DE BORBUR","COCA",1.1,"HECTAREA",5.677345066,-74.11403749
2007-01-23,"NARIÑO","TUQUERRES","AMAPOLA",4,"HECTAREA",1.134440523,-77.63073238
2007-01-23,"NARIÑO","LEIVA","COCA",1.5,"HECTAREA",1.900862361,-77.31220073
2007-01-23,"SANTANDER","CIMITARRA","COCA",9.6,"HECTAREA",6.40972961,-74.17030427
2007-01-24,"SANTANDER","CIMITARRA","COCA",9.2,"HECTAREA",6.40972961,-74.17030427
2007-01-24,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-01-24,"NARIÑO","LA UNION","COCA",1,"HECTAREA",1.619697376,-77.14284622
2007-01-24,"NARIÑO","EL ROSARIO","COCA",2.24,"HECTAREA",1.887689437,-77.48319589
2007-01-24,"BOYACÁ","TUNUNGUA","COCA",23,"HECTAREA",5.720301516,-73.94330927
2007-01-25,"SANTANDER","CIMITARRA","COCA",9.1,"HECTAREA",6.40972961,-74.17030427
2007-01-25,"SANTANDER","EL PLAYON","COCA",1,"HECTAREA",7.524284721,-73.18158192
2007-01-26,"VALLE DEL CAUCA","DAGUA","COCA",12,"HECTAREA",3.649822218,-76.72039347
2007-01-26,"SANTANDER","CIMITARRA","COCA",8.8,"HECTAREA",6.40972961,-74.17030427
2007-01-26,"BOYACÁ","PAUNA","COCA",2.2,"HECTAREA",5.688801559,-74.00504122
2007-01-26,"BOYACÁ","SANTA MARIA","COCA",6.1,"HECTAREA",4.823002556,-73.25377506
2007-01-26,"CALDAS","VICTORIA","COCA",3,"HECTAREA",5.447542859,-74.83622502
2007-01-27,"BOYACÁ","PAEZ","COCA",0.28,"HECTAREA",5.095211035,-73.00435863
2007-01-27,"BOYACÁ","TUNUNGUA","COCA",4.6,"HECTAREA",5.720301516,-73.94330927
2007-01-27,"SANTANDER","CIMITARRA","COCA",13.7,"HECTAREA",6.40972961,-74.17030427
2007-01-28,"CALDAS","SAMANA","COCA",5,"HECTAREA",5.519692873,-74.99718577
2007-01-28,"BOYACÁ","PAUNA","COCA",1.1,"HECTAREA",5.688801559,-74.00504122
2007-01-28,"BOYACÁ","SAN LUIS DE GACENO","COCA",1.1,"HECTAREA",4.798203543,-73.13397018
2007-01-28,"NARIÑO","ROBERTO PAYAN","COCA",1.01,"HECTAREA",1.897581156,-78.3811163
2007-01-28,"NARIÑO","BARBACOAS","COCA",2.03,"HECTAREA",1.44563774,-78.15621072
2007-01-29,"NARIÑO","EL ROSARIO","COCA",2,"HECTAREA",1.887689437,-77.48319589
2007-01-29,"NARIÑO","EL PEÑOL","COCA",1,"HECTAREA",1.512283967,-77.43050934
2007-01-29,"CESAR","AGUSTIN CODAZZI","COCA",10,"HECTAREA",9.949215908,-73.22358244
2007-01-29,"BOYACÁ","PAUNA","COCA",0.68,"HECTAREA",5.688801559,-74.00504122
2007-01-30,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-01-30,"NARIÑO","OSPINA","COCA",1,"HECTAREA",1.029815854,-77.55234944
2007-01-30,"BOYACÁ","PAUNA","COCA",0.81,"HECTAREA",5.688801559,-74.00504122
2007-01-31,"ARAUCA","PUERTO RONDON","COCA",3,"HECTAREA",6.411761829,-70.96678964
2007-01-31,"CESAR","AGUSTIN CODAZZI","COCA",8,"HECTAREA",9.949215908,-73.22358244
2007-01-31,"BOYACÁ","PAUNA","COCA",1.26,"HECTAREA",5.688801559,-74.00504122
2007-01-31,"BOYACÁ","SAN PABLO DE BORBUR","COCA",1,"HECTAREA",5.677345066,-74.11403749
2007-01-31,"NARIÑO","RICAURTE","COCA",1,"HECTAREA",1.147671848,-78.05811118
2007-01-31,"CESAR","SAN ALBERTO","COCA",3,"HECTAREA",7.769815987,-73.47218888
2007-01-31,"CESAR","PAILITAS","COCA",5,"HECTAREA",8.938916143,-73.57247213
2007-01-31,"NARIÑO","TAMINANGO","COCA",0.16,"HECTAREA",1.591661392,-77.32525316
2007-01-31,"PUTUMAYO","ORITO","COCA",2,"HECTAREA",0.673756323,-76.94313923
2007-01-31,"CAQUETÁ","PUERTO RICO","COCA",3,"HECTAREA",2.018940891,-75.07308627
2007-02-01,"NORTE DE SANTANDER","LA ESPERANZA","COCA",10,"HECTAREA",7.695233593,-73.36139672
2007-02-01,"BOYACÁ","OTANCHE","COCA",0.5,"HECTAREA",5.753787787,-74.19719423
2007-02-01,"BOYACÁ","PAUNA","COCA",1.5,"HECTAREA",5.688801559,-74.00504122
2007-02-01,"BOYACÁ","SAN PABLO DE BORBUR","COCA",0.89,"HECTAREA",5.677345066,-74.11403749
2007-02-02,"BOYACÁ","PAUNA","COCA",3.24,"HECTAREA",5.688801559,-74.00504122
2007-02-02,"CUNDINAMARCA","MEDINA","COCA",0.25,"HECTAREA",4.484437919,-73.40598487
2007-02-02,"NORTE DE SANTANDER","LA ESPERANZA","COCA",10,"HECTAREA",7.695233593,-73.36139672
2007-02-03,"VALLE DEL CAUCA","BUENAVENTURA","COCA",11.8,"HECTAREA",3.493340766,-77.11872832
2007-02-03,"NARIÑO","LEIVA","COCA",2,"HECTAREA",1.900862361,-77.31220073
2007-02-04,"SANTANDER","BOLIVAR","COCA",9,"HECTAREA",6.181715586,-73.92065703
2007-02-05,"VICHADA","LA PRIMAVERA","COCA",1.5,"HECTAREA",5.517593607,-69.62044054
2007-02-05,"VALLE DEL CAUCA","BUENAVENTURA","COCA",25.2,"HECTAREA",3.493340766,-77.11872832
2007-02-05,"SANTANDER","BOLIVAR","COCA",8.9,"HECTAREA",6.181715586,-73.92065703
2007-02-06,"BOLÍVAR","SIMITI","COCA",3,"HECTAREA",7.851315534,-73.98371609
2007-02-06,"NARIÑO","SAMANIEGO","AMAPOLA",3,"HECTAREA",1.430555262,-77.69179559
2007-02-06,"VALLE DEL CAUCA","BUENAVENTURA","COCA",22.3,"HECTAREA",3.493340766,-77.11872832
2007-02-06,"SANTANDER","BOLIVAR","COCA",9.5,"HECTAREA",6.181715586,-73.92065703
2007-02-07,"VALLE DEL CAUCA","BUENAVENTURA","COCA",32.6,"HECTAREA",3.493340766,-77.11872832
2007-02-07,"SANTANDER","BOLIVAR","COCA",7,"HECTAREA",6.181715586,-73.92065703
2007-02-08,"VALLE DEL CAUCA","BUENAVENTURA","COCA",16.8,"HECTAREA",3.493340766,-77.11872832
2007-02-08,"SANTANDER","BOLIVAR","COCA",8,"HECTAREA",6.181715586,-73.92065703
2007-02-08,"PUTUMAYO","SAN MIGUEL","COCA",3.5,"HECTAREA",0.343611,-76.9108
2007-02-08,"NARIÑO","CUMBITARA","COCA",3.756,"HECTAREA",1.72559011,-77.59281637
2007-02-08,"CUNDINAMARCA","PAIME","COCA",2,"HECTAREA",5.387647345,-74.16395696
2007-02-08,"ARAUCA","ARAUQUITA","COCA",4,"HECTAREA",6.799338394,-71.29827429
2007-02-09,"CUNDINAMARCA","PAIME","COCA",3,"HECTAREA",5.387647345,-74.16395696
2007-02-09,"ANTIOQUIA","TARAZA","COCA",0.572,"HECTAREA",7.488875998,-75.40189438
2007-02-09,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-09,"CAUCA","BALBOA","COCA",5.448,"HECTAREA",2.084732945,-77.2088133
2007-02-09,"CÓRDOBA","TIERRALTA","COCA",0.956,"HECTAREA",7.813896829,-76.16846678
2007-02-09,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-09,"NARIÑO","LEIVA","COCA",12.086,"HECTAREA",1.900862361,-77.31220073
2007-02-09,"NARIÑO","SAN ANDRES DE TUMACO","COCA",0.277,"HECTAREA",1.574550638,-78.61540963
2007-02-09,"PUTUMAYO","SAN MIGUEL","COCA",0.433,"HECTAREA",0.343611,-76.9108
2007-02-09,"SANTANDER","BOLIVAR","COCA",9.5,"HECTAREA",6.181715586,-73.92065703
2007-02-09,"SANTANDER","SUCRE","COCA",1.641,"HECTAREA",5.983203734,-73.95936235
2007-02-09,"VALLE DEL CAUCA","BUENAVENTURA","COCA",15.6,"HECTAREA",3.493340766,-77.11872832
2007-02-09,"NARIÑO","CUMBITARA","COCA",9.661,"HECTAREA",1.72559011,-77.59281637
2007-02-10,"VALLE DEL CAUCA","BUENAVENTURA","COCA",20.8,"HECTAREA",3.493340766,-77.11872832
2007-02-10,"VALLE DEL CAUCA","DAGUA","COCA",15,"HECTAREA",3.649822218,-76.72039347
2007-02-10,"SANTANDER","BOLIVAR","COCA",9.7,"HECTAREA",6.181715586,-73.92065703
2007-02-10,"NARIÑO","EL ROSARIO","COCA",2.5,"HECTAREA",1.887689437,-77.48319589
2007-02-10,"CESAR","SAN ALBERTO","COCA",7,"HECTAREA",7.769815987,-73.47218888
2007-02-10,"BOYACÁ","PAUNA","COCA",1.1,"HECTAREA",5.688801559,-74.00504122
2007-02-11,"PUTUMAYO","SAN MIGUEL","COCA",4,"HECTAREA",0.343611,-76.9108
2007-02-11,"BOYACÁ","PAUNA","COCA",1.3,"HECTAREA",5.688801559,-74.00504122
2007-02-11,"SANTANDER","BOLIVAR","COCA",10,"HECTAREA",6.181715586,-73.92065703
2007-02-11,"BOYACÁ","SAN PABLO DE BORBUR","COCA",0.82,"HECTAREA",5.677345066,-74.11403749
2007-02-12,"BOYACÁ","PAUNA","COCA",0.7,"HECTAREA",5.688801559,-74.00504122
2007-02-12,"NARIÑO","TAMINANGO","COCA",1.51,"HECTAREA",1.591661392,-77.32525316
2007-02-12,"VALLE DEL CAUCA","BUENAVENTURA","COCA",10.2,"HECTAREA",3.493340766,-77.11872832
2007-02-12,"SANTANDER","BOLIVAR","COCA",10.7,"HECTAREA",6.181715586,-73.92065703
2007-02-12,"PUTUMAYO","SAN MIGUEL","COCA",3.9,"HECTAREA",0.343611,-76.9108
2007-02-13,"SANTANDER","BOLIVAR","COCA",9,"HECTAREA",6.181715586,-73.92065703
2007-02-13,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-13,"META","PUERTO LLERAS","COCA",2,"HECTAREA",3.193092925,-73.23671436
2007-02-14,"SANTANDER","BOLIVAR","COCA",9.7,"HECTAREA",6.181715586,-73.92065703
2007-02-14,"PUTUMAYO","SAN MIGUEL","COCA",2.3,"HECTAREA",0.343611,-76.9108
2007-02-14,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-14,"ANTIOQUIA","TARAZA","COCA",6.472,"HECTAREA",7.488875998,-75.40189438
2007-02-14,"ANTIOQUIA","CACERES","COCA",5.879,"HECTAREA",7.665155105,-75.22369744
2007-02-14,"META","PUERTO LLERAS","COCA",2,"HECTAREA",3.193092925,-73.23671436
2007-02-15,"CUNDINAMARCA","PAIME","COCA",1,"HECTAREA",5.387647345,-74.16395696
2007-02-15,"META","SAN MARTIN","COCA",3,"HECTAREA",3.515860962,-72.65672742
2007-02-15,"NORTE DE SANTANDER","SAN CALIXTO","COCA",26,"HECTAREA",8.414441404,-73.2176038
2007-02-15,"ANTIOQUIA","CACERES","COCA",7.372,"HECTAREA",7.665155105,-75.22369744
2007-02-15,"ANTIOQUIA","TARAZA","COCA",5.405,"HECTAREA",7.488875998,-75.40189438
2007-02-15,"NARIÑO","EL ROSARIO","COCA",0.3,"HECTAREA",1.887689437,-77.48319589
2007-02-15,"NARIÑO","POLICARPA","COCA",2,"HECTAREA",1.735354202,-77.48134359
2007-02-15,"NARIÑO","LEIVA","COCA",1.714,"HECTAREA",1.900862361,-77.31220073
2007-02-15,"PUTUMAYO","SAN MIGUEL","COCA",6.8,"HECTAREA",0.343611,-76.9108
2007-02-15,"SANTANDER","BOLIVAR","COCA",10,"HECTAREA",6.181715586,-73.92065703
2007-02-15,"BOYACÁ","PAUNA","COCA",1.1,"HECTAREA",5.688801559,-74.00504122
2007-02-16,"ANTIOQUIA","CACERES","COCA",6.94,"HECTAREA",7.665155105,-75.22369744
2007-02-16,"ANTIOQUIA","TARAZA","COCA",4.744,"HECTAREA",7.488875998,-75.40189438
2007-02-16,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-16,"NARIÑO","EL ROSARIO","COCA",2.9,"HECTAREA",1.887689437,-77.48319589
2007-02-16,"NARIÑO","POLICARPA","COCA",2,"HECTAREA",1.735354202,-77.48134359
2007-02-16,"NARIÑO","SAN ANDRES DE TUMACO","COCA",10.739,"HECTAREA",1.574550638,-78.61540963
2007-02-16,"PUTUMAYO","SAN MIGUEL","COCA",1.5,"HECTAREA",0.343611,-76.9108
2007-02-16,"SANTANDER","BOLIVAR","COCA",9.5,"HECTAREA",6.181715586,-73.92065703
2007-02-16,"NARIÑO","LEIVA","COCA",15.169,"HECTAREA",1.900862361,-77.31220073
2007-02-17,"NARIÑO","EL ROSARIO","COCA",1,"HECTAREA",1.887689437,-77.48319589
2007-02-17,"META","PUERTO LLERAS","COCA",6,"HECTAREA",3.193092925,-73.23671436
2007-02-17,"ANTIOQUIA","CACERES","COCA",5.498,"HECTAREA",7.665155105,-75.22369744
2007-02-17,"ANTIOQUIA","TARAZA","COCA",6.322,"HECTAREA",7.488875998,-75.40189438
2007-02-17,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-17,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-17,"NARIÑO","LEIVA","COCA",8.553,"HECTAREA",1.900862361,-77.31220073
2007-02-17,"NARIÑO","SAN ANDRES DE TUMACO","COCA",14.846,"HECTAREA",1.574550638,-78.61540963
2007-02-17,"PUTUMAYO","SAN MIGUEL","COCA",2.3,"HECTAREA",0.343611,-76.9108
2007-02-17,"SANTANDER","BOLIVAR","COCA",8.3,"HECTAREA",6.181715586,-73.92065703
2007-02-17,"SANTANDER","SUCRE","COCA",14.61,"HECTAREA",5.983203734,-73.95936235
2007-02-17,"NARIÑO","CUMBITARA","COCA",17.631,"HECTAREA",1.72559011,-77.59281637
2007-02-18,"NARIÑO","EL ROSARIO","COCA",2.5,"HECTAREA",1.887689437,-77.48319589
2007-02-18,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-18,"BOYACÁ","PAUNA","COCA",1.1,"HECTAREA",5.688801559,-74.00504122
2007-02-18,"META","PUERTO LLERAS","COCA",2,"HECTAREA",3.193092925,-73.23671436
2007-02-18,"SANTANDER","BOLIVAR","COCA",4,"HECTAREA",6.181715586,-73.92065703
2007-02-19,"META","PUERTO LLERAS","COCA",4,"HECTAREA",3.193092925,-73.23671436
2007-02-19,"ANTIOQUIA","CACERES","COCA",14.463,"HECTAREA",7.665155105,-75.22369744
2007-02-19,"ANTIOQUIA","TARAZA","COCA",9.034,"HECTAREA",7.488875998,-75.40189438
2007-02-19,"BOLÍVAR","SIMITI","COCA",2,"HECTAREA",7.851315534,-73.98371609
2007-02-19,"BOYACÁ","COPER","COCA",0.15,"HECTAREA",5.452461072,-74.05996578
2007-02-19,"CAUCA","ARGELIA","COCA",0.1,"HECTAREA",2.329337283,-77.26314906
2007-02-19,"CÓRDOBA","TIERRALTA","COCA",8.977,"HECTAREA",7.813896829,-76.16846678
2007-02-19,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-19,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-19,"NARIÑO","EL ROSARIO","COCA",1.5,"HECTAREA",1.887689437,-77.48319589
2007-02-19,"SANTANDER","SUCRE","COCA",8.905,"HECTAREA",5.983203734,-73.95936235
2007-02-19,"SANTANDER","ALBANIA","COCA",1.75,"HECTAREA",5.788190519,-73.79236929
2007-02-19,"SANTANDER","FLORIAN","COCA",3.25,"HECTAREA",5.801106291,-73.95524931
2007-02-19,"CAUCA","BALBOA","COCA",17.01,"HECTAREA",2.084732945,-77.2088133
2007-02-19,"NARIÑO","SAN ANDRES DE TUMACO","COCA",21.775,"HECTAREA",1.574550638,-78.61540963
2007-02-19,"NARIÑO","LEIVA","COCA",21.513,"HECTAREA",1.900862361,-77.31220073
2007-02-19,"NARIÑO","CUMBITARA","COCA",38.244,"HECTAREA",1.72559011,-77.59281637
2007-02-19,"PUTUMAYO","SAN MIGUEL","COCA",4.5,"HECTAREA",0.343611,-76.9108
2007-02-20,"CÓRDOBA","TIERRALTA","COCA",9.752,"HECTAREA",7.813896829,-76.16846678
2007-02-20,"ANTIOQUIA","CACERES","COCA",7.602,"HECTAREA",7.665155105,-75.22369744
2007-02-20,"ANTIOQUIA","TARAZA","COCA",3.653,"HECTAREA",7.488875998,-75.40189438
2007-02-20,"BOYACÁ","MUZO","COCA",3,"HECTAREA",5.539429272,-74.11177139
2007-02-20,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-20,"BOYACÁ","SAN LUIS DE GACENO","COCA",1.44,"HECTAREA",4.798203543,-73.13397018
2007-02-20,"CAUCA","BALBOA","COCA",21.663,"HECTAREA",2.084732945,-77.2088133
2007-02-20,"GUAVIARE","SAN JOSE DEL GUAVIARE","COCA",2,"HECTAREA",2.484286091,-71.91916993
2007-02-20,"BOYACÁ","OTANCHE","COCA",2.52,"HECTAREA",5.753787787,-74.19719423
2007-02-20,"NARIÑO","TAMINANGO","COCA",0.5,"HECTAREA",1.591661392,-77.32525316
2007-02-20,"SANTANDER","SUCRE","COCA",2.707,"HECTAREA",5.983203734,-73.95936235
2007-02-20,"PUTUMAYO","SAN MIGUEL","COCA",4.3,"HECTAREA",0.343611,-76.9108
2007-02-20,"NARIÑO","SAN ANDRES DE TUMACO","COCA",18.815,"HECTAREA",1.574550638,-78.61540963
2007-02-20,"NARIÑO","EL ROSARIO","COCA",0.3,"HECTAREA",1.887689437,-77.48319589
2007-02-20,"VICHADA","CUMARIBO","COCA",6,"HECTAREA",4.262454746,-69.52140484
2007-02-20,"NARIÑO","LEIVA","COCA",36.639,"HECTAREA",1.900862361,-77.31220073
2007-02-20,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-20,"NARIÑO","CUMBITARA","COCA",30.809,"HECTAREA",1.72559011,-77.59281637
2007-02-21,"CUNDINAMARCA","PAIME","COCA",4,"HECTAREA",5.387647345,-74.16395696
2007-02-21,"ANTIOQUIA","CACERES","COCA",11.636,"HECTAREA",7.665155105,-75.22369744
2007-02-21,"ANTIOQUIA","TARAZA","COCA",2.793,"HECTAREA",7.488875998,-75.40189438
2007-02-21,"BOYACÁ","PAUNA","COCA",1,"HECTAREA",5.688801559,-74.00504122
2007-02-21,"CAUCA","MERCADERES","COCA",0.35,"HECTAREA",1.793825164,-77.18060381
2007-02-21,"CAUCA","BALBOA","COCA",29.422,"HECTAREA",2.084732945,-77.2088133
2007-02-21,"CÓRDOBA","TIERRALTA","COCA",10.761,"HECTAREA",7.813896829,-76.16846678
2007-02-21,"NARIÑO","SAN PABLO","COCA",1.4,"HECTAREA",1.681576627,-76.97527979
2007-02-21,"NARIÑO","CUMBITARA","COCA",20.445,"HECTAREA",1.72559011,-77.59281637
2007-02-21,"NARIÑO","LEIVA","COCA",7.38,"HECTAREA",1.900862361,-77.31220073
2007-02-21,"NARIÑO","SAN ANDRES DE TUMACO","COCA",12.333,"HECTAREA",1.574550638,-78.61540963
2007-02-21,"SANTANDER","SUCRE","COCA",8.024,"HECTAREA",5.983203734,-73.95936235
2007-02-21,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-22,"CÓRDOBA","TIERRALTA","COCA",11.589,"HECTAREA",7.813896829,-76.16846678
2007-02-22,"META","VISTAHERMOSA","COCA",26.057,"HECTAREA",2.811616698,-73.66652234
2007-02-22,"ANTIOQUIA","CACERES","COCA",19.638,"HECTAREA",7.665155105,-75.22369744
2007-02-22,"ANTIOQUIA","TARAZA","COCA",12.009,"HECTAREA",7.488875998,-75.40189438
2007-02-22,"ARAUCA","SARAVENA","COCA",8,"HECTAREA",6.906941714,-71.85070757
2007-02-22,"BOYACÁ","TUNUNGUA","COCA",5.2,"HECTAREA",5.720301516,-73.94330927
2007-02-22,"CAUCA","BALBOA","COCA",21.62,"HECTAREA",2.084732945,-77.2088133
2007-02-22,"GUAVIARE","CALAMAR","COCA",3,"HECTAREA",1.613634284,-73.0342639
2007-02-22,"NARIÑO","TAMINANGO","COCA",1,"HECTAREA",1.591661392,-77.32525316
2007-02-22,"NARIÑO","SAN LORENZO","COCA",1,"HECTAREA",1.542139582,-77.21872693
2007-02-22,"NARIÑO","EL ROSARIO","COCA",0.5,"HECTAREA",1.887689437,-77.48319589
2007-02-22,"SANTANDER","SUCRE","COCA",6.926,"HECTAREA",5.983203734,-73.95936235
2007-02-22,"NARIÑO","POLICARPA","COCA",1,"HECTAREA",1.735354202,-77.48134359
2007-02-22,"NARIÑO","CUMBITARA","COCA",17.663,"HECTAREA",1.72559011,-77.59281637
2007-02-22,"NARIÑO","LEIVA","COCA",5.431,"HECTAREA",1.900862361,-77.31220073
2007-02-22,"NARIÑO","SAN ANDRES DE TUMACO","COCA",17.898,"HECTAREA",1.574550638,-78.61540963
2007-02-22,"PUTUMAYO","SAN MIGUEL","COCA",3.4,"HECTAREA",0.343611,-76.9108
2007-02-22,"GUAVIARE","EL RETORNO","COCA",3,"HECTAREA",2.143447362,-72.24364869
2007-02-23,"BOYACÁ","MUZO","COCA",2,"HECTAREA",5.539429272,-74.11177139
2007-02-23,"BOYACÁ","TUNUNGUA","COCA",1.2,"HECTAREA",5.720301516,-73.94330927
2007-02-23,"ARAUCA","SARAVENA","COCA",9,"HECTAREA",6.906941714,-71.85070757
2007-02-23,"ANTIOQUIA","VALDIVIA","MARIHUANA",15,"HECTAREA",7.265404213,-75.40094502
2007-02-23,"ANTIOQUIA","CACERES","COCA",24.7,"HECTAREA",7.665155105,-75.22369744
2007-02-23,"META","VISTAHERMOSA","COCA",10,"HECTAREA",2.811616698,-73.66652234
2007-02-23,"CALDAS","SAMANA","COCA",1.128,"HECTAREA",5.519692873,-74.99718577
2007-02-23,"ANTIOQUIA","TARAZA","COCA",14.754,"HECTAREA",7.488875998,-75.40189438
2007-02-23,"CAQUETÁ","ALBANIA","COCA",2.5,"HECTAREA",1.22786549,-75.88232651
2007-02-23,"CAUCA","SUCRE","COCA",0.15,"HECTAREA",2.057735184,-76.90993965
2007-02-23,"CAUCA","BALBOA","COCA",23.46,"HECTAREA",2.084732945,-77.2088133
2007-02-23,"SANTANDER","SUCRE","COCA",3.418,"HECTAREA",5.983203734,-73.95936235
2007-02-23,"NARIÑO","SAN ANDRES DE TUMACO","COCA",19.695,"HECTAREA",1.574550638,-78.61540963
2007-02-23,"NARIÑO","CUMBITARA","COCA",25.253,"HECTAREA",1.72559011,-77.59281637
2007-02-23,"NARIÑO","IPIALES","COCA",1,"HECTAREA",0.497708465,-77.24047625
