"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD","UNIDADES DE MEDIDA"
2003-01-01,"18","CAQUETÁ","18860","VALPARAISO",144.6,"HECTAREA"
2003-01-01,"20","CESAR","20013","AGUSTIN CODAZZI",120,"HECTAREA"
2003-01-02,"18","CAQUETÁ","18860","VALPARAISO",175.91,"HECTAREA"
2003-01-02,"20","CESAR","20013","AGUSTIN CODAZZI",84,"HECTAREA"
2003-01-03,"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUAN",69.05,"HECTAREA"
2003-01-03,"44","LA GUAJIRA","44560","MANAURE",90,"HECTAREA"
2003-01-04,"18","CAQUETÁ","18756","SOLANO",92.19,"HECTAREA"
2003-01-04,"20","CESAR","20013","AGUSTIN CODAZZI",88,"HECTAREA"
2003-01-05,"18","CAQUETÁ","18410","LA MONTAÑITA",293.22,"HECTAREA"
2003-01-05,"44","LA GUAJIRA","44874","VILLANUEVA",75,"HECTAREA"
2003-01-06,"18","CAQUETÁ","18205","CURILLO",16.93,"HECTAREA"
2003-01-07,"18","CAQUETÁ","18860","VALPARAISO",79.38,"HECTAREA"
2003-01-09,"18","CAQUETÁ","18860","VALPARAISO",188.36,"HECTAREA"
2003-01-11,"95","GUAVIARE","95015","CALAMAR",175.36,"HECTAREA"
2003-01-12,"95","GUAVIARE","95015","CALAMAR",129.4,"HECTAREA"
2003-01-13,"95","GUAVIARE","95015","CALAMAR",224,"HECTAREA"
2003-01-13,"54","NORTE DE SANTANDER","54810","TIBU",326,"HECTAREA"
2003-01-14,"95","GUAVIARE","95015","CALAMAR",281.7,"HECTAREA"
2003-01-14,"54","NORTE DE SANTANDER","54720","SARDINATA",241,"HECTAREA"
2003-01-15,"95","GUAVIARE","95200","MIRAFLORES",224,"HECTAREA"
2003-01-15,"54","NORTE DE SANTANDER","54810","TIBU",204,"HECTAREA"
2003-01-16,"95","GUAVIARE","95200","MIRAFLORES",486.2,"HECTAREA"
2003-01-16,"54","NORTE DE SANTANDER","54810","TIBU",231,"HECTAREA"
2003-01-17,"95","GUAVIARE","95015","CALAMAR",333,"HECTAREA"
2003-01-17,"54","NORTE DE SANTANDER","54250","EL TARRA",200,"HECTAREA"
2003-01-18,"95","GUAVIARE","95015","CALAMAR",357,"HECTAREA"
2003-01-18,"54","NORTE DE SANTANDER","54810","TIBU",190,"HECTAREA"
2003-01-19,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",229.82,"HECTAREA"
2003-01-20,"50","META","50711","VISTAHERMOSA",562.4,"HECTAREA"
2003-01-20,"52","NARIÑO","52378","LA CRUZ",473.73,"HECTAREA"
2003-01-20,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",576.43,"HECTAREA"
2003-01-20,"54","NORTE DE SANTANDER","54810","TIBU",112,"HECTAREA"
2003-01-22,"50","META","50590","PUERTO RICO",312,"HECTAREA"
2003-01-22,"54","NORTE DE SANTANDER","54810","TIBU",205,"HECTAREA"
2003-01-23,"95","GUAVIARE","95015","CALAMAR",351.2,"HECTAREA"
2003-01-24,"95","GUAVIARE","95015","CALAMAR",117.3,"HECTAREA"
2003-01-24,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",86.86,"HECTAREA"
2003-01-24,"54","NORTE DE SANTANDER","54810","TIBU",79,"HECTAREA"
2003-01-25,"95","GUAVIARE","95015","CALAMAR",315.1,"HECTAREA"
2003-01-25,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",264,"HECTAREA"
2003-01-26,"50","META","50711","VISTAHERMOSA",306.6,"HECTAREA"
2003-01-26,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",3.8,"HECTAREA"
2003-01-27,"50","META","50450","PUERTO CONCORDIA",45.2,"HECTAREA"
2003-01-27,"54","NORTE DE SANTANDER","54250","EL TARRA",14,"HECTAREA"
2003-01-28,"95","GUAVIARE","95200","MIRAFLORES",204.98,"HECTAREA"
2003-01-28,"54","NORTE DE SANTANDER","54810","TIBU",40,"HECTAREA"
2003-01-29,"95","GUAVIARE","95200","MIRAFLORES",489.88,"HECTAREA"
2003-01-30,"95","GUAVIARE","95015","CALAMAR",360.99,"HECTAREA"
2003-01-30,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",302.03,"HECTAREA"
2003-01-31,"95","GUAVIARE","95200","MIRAFLORES",331.01,"HECTAREA"
2003-02-01,"95","GUAVIARE","95015","CALAMAR",155.31,"HECTAREA"
2003-02-01,"52","NARIÑO","52427","MAGUI",743.69,"HECTAREA"
2003-02-01,"54","NORTE DE SANTANDER","54810","TIBU",57,"HECTAREA"
2003-02-02,"95","GUAVIARE","95200","MIRAFLORES",216.08,"HECTAREA"
2003-02-02,"52","NARIÑO","52427","MAGUI",165.74,"HECTAREA"
2003-02-02,"54","NORTE DE SANTANDER","54810","TIBU",46,"HECTAREA"
2003-02-03,"95","GUAVIARE","95015","CALAMAR",318.23,"HECTAREA"
2003-02-03,"52","NARIÑO","52427","MAGUI",472.34,"HECTAREA"
2003-02-03,"54","NORTE DE SANTANDER","54810","TIBU",199,"HECTAREA"
2003-02-04,"52","NARIÑO","52427","MAGUI",511.92,"HECTAREA"
2003-02-04,"54","NORTE DE SANTANDER","54810","TIBU",97,"HECTAREA"
2003-02-05,"95","GUAVIARE","95200","MIRAFLORES",222.32,"HECTAREA"
2003-02-05,"52","NARIÑO","52427","MAGUI",232.4,"HECTAREA"
2003-02-05,"54","NORTE DE SANTANDER","54810","TIBU",273,"HECTAREA"
2003-02-06,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",384.58,"HECTAREA"
2003-02-06,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",176.5,"HECTAREA"
2003-02-06,"54","NORTE DE SANTANDER","54810","TIBU",179,"HECTAREA"
2003-02-07,"95","GUAVIARE","95015","CALAMAR",649.09,"HECTAREA"
2003-02-07,"54","NORTE DE SANTANDER","54810","TIBU",122,"HECTAREA"
2003-02-08,"95","GUAVIARE","95200","MIRAFLORES",504.99,"HECTAREA"
2003-02-08,"54","NORTE DE SANTANDER","54810","TIBU",186,"HECTAREA"
2003-02-09,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",167.57,"HECTAREA"
2003-02-09,"52","NARIÑO","52427","MAGUI",159.7,"HECTAREA"
2003-02-09,"54","NORTE DE SANTANDER","54810","TIBU",386,"HECTAREA"
2003-02-10,"95","GUAVIARE","95015","CALAMAR",132.8,"HECTAREA"
2003-02-10,"54","NORTE DE SANTANDER","54810","TIBU",337,"HECTAREA"
2003-02-11,"95","GUAVIARE","95015","CALAMAR",220.6,"HECTAREA"
2003-02-12,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",137.8,"HECTAREA"
2003-02-12,"52","NARIÑO","52621","ROBERTO PAYAN",293.61,"HECTAREA"
2003-02-13,"95","GUAVIARE","95015","CALAMAR",518,"HECTAREA"
2003-02-15,"52","NARIÑO","52250","EL CHARCO",474.01,"HECTAREA"
2003-02-15,"54","NORTE DE SANTANDER","54810","TIBU",179,"HECTAREA"
2003-02-16,"54","NORTE DE SANTANDER","54810","TIBU",227.3,"HECTAREA"
2003-02-17,"95","GUAVIARE","95015","CALAMAR",174.2,"HECTAREA"
2003-02-17,"52","NARIÑO","52250","EL CHARCO",227.3,"HECTAREA"
2003-02-17,"54","NORTE DE SANTANDER","54810","TIBU",319,"HECTAREA"
2003-02-18,"95","GUAVIARE","95200","MIRAFLORES",227,"HECTAREA"
2003-02-18,"52","NARIÑO","52250","EL CHARCO",298.83,"HECTAREA"
2003-02-18,"54","NORTE DE SANTANDER","54810","TIBU",191,"HECTAREA"
2003-02-19,"95","GUAVIARE","95200","MIRAFLORES",241,"HECTAREA"
2003-02-19,"54","NORTE DE SANTANDER","54810","TIBU",286,"HECTAREA"
2003-02-20,"95","GUAVIARE","95015","CALAMAR",202.5,"HECTAREA"
2003-02-20,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",959.77,"HECTAREA"
2003-02-21,"95","GUAVIARE","95200","MIRAFLORES",152,"HECTAREA"
2003-02-21,"52","NARIÑO","52079","BARBACOAS",451.3,"HECTAREA"
2003-02-21,"54","NORTE DE SANTANDER","54810","TIBU",188,"HECTAREA"
2003-02-22,"95","GUAVIARE","95200","MIRAFLORES",226.2,"HECTAREA"
2003-02-22,"54","NORTE DE SANTANDER","54810","TIBU",329,"HECTAREA"
2003-02-23,"54","NORTE DE SANTANDER","54810","TIBU",148,"HECTAREA"
2003-02-24,"52","NARIÑO","52683","SANDONA",704.58,"HECTAREA"
2003-02-24,"54","NORTE DE SANTANDER","54810","TIBU",56,"HECTAREA"
2003-02-25,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",35.06,"HECTAREA"
2003-02-25,"54","NORTE DE SANTANDER","54810","TIBU",162,"HECTAREA"
2003-02-26,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",75.93,"HECTAREA"
2003-02-26,"54","NORTE DE SANTANDER","54810","TIBU",87,"HECTAREA"
2003-02-27,"52","NARIÑO","52621","ROBERTO PAYAN",348.5,"HECTAREA"
2003-02-27,"54","NORTE DE SANTANDER","54810","TIBU",191,"HECTAREA"
2003-02-28,"95","GUAVIARE","95025","EL RETORNO",379.09,"HECTAREA"
2003-03-01,"95","GUAVIARE","95015","CALAMAR",24.04,"HECTAREA"
2003-03-01,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",945.6,"HECTAREA"
2003-03-01,"54","NORTE DE SANTANDER","54810","TIBU",167,"HECTAREA"
2003-03-02,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",97.34,"HECTAREA"
2003-03-02,"54","NORTE DE SANTANDER","54810","TIBU",97,"HECTAREA"
2003-03-03,"52","NARIÑO","52079","BARBACOAS",802.74,"HECTAREA"
2003-03-04,"50","META","50370","URIBE",329.42,"HECTAREA"
2003-03-04,"52","NARIÑO","52621","ROBERTO PAYAN",498.36,"HECTAREA"
2003-03-05,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",285.4,"HECTAREA"
2003-03-05,"54","NORTE DE SANTANDER","54810","TIBU",71,"HECTAREA"
2003-03-06,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",227.82,"HECTAREA"
2003-03-06,"52","NARIÑO","52079","BARBACOAS",673.54,"HECTAREA"
2003-03-06,"54","NORTE DE SANTANDER","54810","TIBU",48,"HECTAREA"
2003-03-07,"95","GUAVIARE","95015","CALAMAR",552.16,"HECTAREA"
2003-03-07,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",9.02,"HECTAREA"
2003-03-08,"95","GUAVIARE","95025","EL RETORNO",136.29,"HECTAREA"
2003-03-08,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",667.65,"HECTAREA"
2003-03-09,"50","META","50330","MESETAS",103.47,"HECTAREA"
2003-03-09,"52","NARIÑO","52621","ROBERTO PAYAN",163.52,"HECTAREA"
2003-03-10,"95","GUAVIARE","95025","EL RETORNO",308.4,"HECTAREA"
2003-03-11,"50","META","50325","MAPIRIPAN",267.23,"HECTAREA"
2003-03-12,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",102.3,"HECTAREA"
2003-03-13,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",342.6,"HECTAREA"
2003-03-14,"50","META","50325","MAPIRIPAN",456.6,"HECTAREA"
2003-03-14,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",107.22,"HECTAREA"
2003-03-15,"95","GUAVIARE","95025","EL RETORNO",148.5,"HECTAREA"
2003-03-15,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",234.41,"HECTAREA"
2003-03-16,"50","META","50325","MAPIRIPAN",103.3,"HECTAREA"
2003-03-16,"52","NARIÑO","52621","ROBERTO PAYAN",296.88,"HECTAREA"
2003-03-17,"19","CAUCA","19001","POPAYAN",52,"HECTAREA"
2003-03-17,"50","META","50325","MAPIRIPAN",57,"HECTAREA"
2003-03-17,"52","NARIÑO","52621","ROBERTO PAYAN",828.04,"HECTAREA"
2003-03-18,"19","CAUCA","19001","POPAYAN",52,"HECTAREA"
2003-03-18,"95","GUAVIARE","95025","EL RETORNO",230.4,"HECTAREA"
2003-03-18,"52","NARIÑO","52079","BARBACOAS",893.78,"HECTAREA"
2003-03-19,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",141.3,"HECTAREA"
2003-03-20,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",144.4,"HECTAREA"
2003-03-20,"52","NARIÑO","52079","BARBACOAS",456,"HECTAREA"
2003-03-20,"52","NARIÑO","52258","EL TABLON DE GOMEZ",91,"HECTAREA"
2003-03-20,"73","TOLIMA","73555","PLANADAS",25,"HECTAREA"
2003-03-21,"95","GUAVIARE","95200","MIRAFLORES",387.7,"HECTAREA"
2003-03-21,"52","NARIÑO","52258","EL TABLON DE GOMEZ",130,"HECTAREA"
2003-03-21,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",350,"HECTAREA"
2003-03-21,"73","TOLIMA","73168","CHAPARRAL",69,"HECTAREA"
2003-03-21,"73","TOLIMA","73616","RIOBLANCO",13,"HECTAREA"
2003-03-22,"95","GUAVIARE","95200","MIRAFLORES",84.2,"HECTAREA"
2003-03-22,"52","NARIÑO","52258","EL TABLON DE GOMEZ",89,"HECTAREA"
2003-03-22,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",602.92,"HECTAREA"
2003-03-23,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",100.7,"HECTAREA"
2003-03-23,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",835.06,"HECTAREA"
2003-03-24,"52","NARIÑO","52079","BARBACOAS",192.91,"HECTAREA"
2003-03-24,"52","NARIÑO","52258","EL TABLON DE GOMEZ",96,"HECTAREA"
2003-03-25,"52","NARIÑO","52258","EL TABLON DE GOMEZ",115,"HECTAREA"
2003-03-26,"95","GUAVIARE","95200","MIRAFLORES",165.66,"HECTAREA"
2003-03-26,"52","NARIÑO","52079","BARBACOAS",774.54,"HECTAREA"
2003-03-27,"52","NARIÑO","52079","BARBACOAS",1057.61,"HECTAREA"
2003-03-28,"95","GUAVIARE","95025","EL RETORNO",171.64,"HECTAREA"
2003-03-28,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",804.4,"HECTAREA"
2003-03-29,"95","GUAVIARE","95015","CALAMAR",59.68,"HECTAREA"
2003-03-30,"95","GUAVIARE","95015","CALAMAR",127.48,"HECTAREA"
2003-03-31,"95","GUAVIARE","95015","CALAMAR",245.66,"HECTAREA"
2003-04-01,"95","GUAVIARE","95015","CALAMAR",62.19,"HECTAREA"
2003-04-01,"52","NARIÑO","52079","BARBACOAS",1358.58,"HECTAREA"
2003-04-02,"52","NARIÑO","52079","BARBACOAS",246.64,"HECTAREA"
2003-04-04,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",218.73,"HECTAREA"
2003-04-05,"95","GUAVIARE","95015","CALAMAR",128.2,"HECTAREA"
2003-04-06,"95","GUAVIARE","95200","MIRAFLORES",81.52,"HECTAREA"
2003-04-06,"52","NARIÑO","52079","BARBACOAS",646.48,"HECTAREA"
2003-04-06,"52","NARIÑO","52001","PASTO",7,"HECTAREA"
2003-04-07,"19","CAUCA","19001","POPAYAN",51,"HECTAREA"
2003-04-07,"95","GUAVIARE","95200","MIRAFLORES",108.2,"HECTAREA"
2003-04-07,"52","NARIÑO","52079","BARBACOAS",179.79,"HECTAREA"
2003-04-08,"95","GUAVIARE","95200","MIRAFLORES",299.8,"HECTAREA"
2003-04-08,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",192.39,"HECTAREA"
2003-04-09,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",69.9,"HECTAREA"
2003-04-09,"52","NARIÑO","52079","BARBACOAS",154.59,"HECTAREA"
2003-04-10,"95","GUAVIARE","95025","EL RETORNO",229.8,"HECTAREA"
2003-04-10,"52","NARIÑO","52079","BARBACOAS",206.22,"HECTAREA"
2003-04-11,"95","GUAVIARE","95200","MIRAFLORES",426,"HECTAREA"
2003-04-11,"86","PUTUMAYO","86749","SIBUNDOY",84,"HECTAREA"
2003-04-13,"52","NARIÑO","52079","BARBACOAS",599.88,"HECTAREA"
2003-04-14,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",443.76,"HECTAREA"
2003-04-15,"44","LA GUAJIRA","44560","MANAURE",15,"HECTAREA"
2003-04-16,"95","GUAVIARE","95015","CALAMAR",469.2,"HECTAREA"
2003-04-16,"52","NARIÑO","52240","CHACHAGUI",60,"HECTAREA"
2003-04-16,"52","NARIÑO","52254","EL PEÑOL",176.54,"HECTAREA"
2003-04-17,"44","LA GUAJIRA","44560","MANAURE",60,"HECTAREA"
2003-04-18,"95","GUAVIARE","95015","CALAMAR",368.97,"HECTAREA"
2003-04-18,"52","NARIÑO","52001","PASTO",302.98,"HECTAREA"
2003-04-19,"20","CESAR","20013","AGUSTIN CODAZZI",58,"HECTAREA"
2003-04-19,"95","GUAVIARE","95015","CALAMAR",80.7,"HECTAREA"
2003-04-20,"95","GUAVIARE","95015","CALAMAR",507.7,"HECTAREA"
2003-04-20,"52","NARIÑO","52079","BARBACOAS",932.14,"HECTAREA"
2003-04-21,"95","GUAVIARE","95015","CALAMAR",225.57,"HECTAREA"
2003-04-21,"52","NARIÑO","52240","CHACHAGUI",33,"HECTAREA"
2003-04-22,"95","GUAVIARE","95025","EL RETORNO",195.87,"HECTAREA"
2003-04-22,"52","NARIÑO","52079","BARBACOAS",526.88,"HECTAREA"
2003-04-23,"52","NARIÑO","52079","BARBACOAS",562.2,"HECTAREA"
2003-04-24,"95","GUAVIARE","95015","CALAMAR",28.8,"HECTAREA"
2003-04-24,"52","NARIÑO","52621","ROBERTO PAYAN",88.99,"HECTAREA"
2003-04-26,"52","NARIÑO","52079","BARBACOAS",79,"HECTAREA"
2003-04-26,"52","NARIÑO","52621","ROBERTO PAYAN",754.45,"HECTAREA"
2003-04-27,"52","NARIÑO","52079","BARBACOAS",421.13,"HECTAREA"
2003-04-28,"95","GUAVIARE","95025","EL RETORNO",419.32,"HECTAREA"
2003-04-28,"52","NARIÑO","52079","BARBACOAS",480.78,"HECTAREA"
2003-04-28,"52","NARIÑO","52240","CHACHAGUI",22,"HECTAREA"
2003-04-29,"95","GUAVIARE","95025","EL RETORNO",412.12,"HECTAREA"
2003-04-30,"95","GUAVIARE","95025","EL RETORNO",111.23,"HECTAREA"
2003-05-01,"95","GUAVIARE","95025","EL RETORNO",543.48,"HECTAREA"
2003-05-03,"95","GUAVIARE","95025","EL RETORNO",129.77,"HECTAREA"
2003-05-03,"52","NARIÑO","52240","CHACHAGUI",475.67,"HECTAREA"
2003-05-04,"95","GUAVIARE","95025","EL RETORNO",151.48,"HECTAREA"
2003-05-05,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",185,"HECTAREA"
2003-05-05,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",831.18,"HECTAREA"
2003-05-05,"86","PUTUMAYO","86885","VILLAGARZON",112,"HECTAREA"
2003-05-06,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",297.27,"HECTAREA"
2003-05-08,"52","NARIÑO","52233","CUMBITARA",603.7,"HECTAREA"
2003-05-09,"86","PUTUMAYO","86885","VILLAGARZON",331,"HECTAREA"
2003-05-10,"95","GUAVIARE","95200","MIRAFLORES",293.38,"HECTAREA"
2003-05-13,"52","NARIÑO","52079","BARBACOAS",882.18,"HECTAREA"
2003-05-14,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",199.5,"HECTAREA"
2003-05-15,"95","GUAVIARE","95025","EL RETORNO",403.41,"HECTAREA"
2003-05-15,"52","NARIÑO","52835","SAN ANDRES DE TUMACO",110,"HECTAREA"
2003-05-16,"95","GUAVIARE","95025","EL RETORNO",354.2,"HECTAREA"
2003-05-19,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",30,"HECTAREA"
2003-05-21,"86","PUTUMAYO","86001","MOCOA",278.7,"HECTAREA"
2003-05-22,"95","GUAVIARE","95200","MIRAFLORES",166.55,"HECTAREA"
2003-05-22,"68","SANTANDER","68190","CIMITARRA",5,"HECTAREA"
2003-05-23,"05","ANTIOQUIA","05887","YARUMAL",405.27,"HECTAREA"
2003-05-23,"95","GUAVIARE","95025","EL RETORNO",90.29,"HECTAREA"
2003-05-23,"86","PUTUMAYO","86885","VILLAGARZON",319.2,"HECTAREA"
2003-05-24,"13","BOLÍVAR","13160","CANTAGALLO",186.85,"HECTAREA"
2003-05-24,"86","PUTUMAYO","86320","ORITO",130.34,"HECTAREA"
2003-05-25,"95","GUAVIARE","95200","MIRAFLORES",305.74,"HECTAREA"
2003-05-25,"86","PUTUMAYO","86757","SAN MIGUEL",124.68,"HECTAREA"
2003-05-26,"13","BOLÍVAR","13688","SANTA ROSA DEL SUR",277.41,"HECTAREA"
2003-05-27,"13","BOLÍVAR","13688","SANTA ROSA DEL SUR",202.06,"HECTAREA"
2003-05-29,"13","BOLÍVAR","13160","CANTAGALLO",96.36,"HECTAREA"
2003-05-29,"86","PUTUMAYO","86885","VILLAGARZON",42.8,"HECTAREA"
2003-05-30,"13","BOLÍVAR","13442","MARIA LA BAJA",151.06,"HECTAREA"
2003-05-31,"13","BOLÍVAR","13160","CANTAGALLO",82.39,"HECTAREA"
2003-06-01,"86","PUTUMAYO","86320","ORITO",113.41,"HECTAREA"
2003-06-02,"95","GUAVIARE","95200","MIRAFLORES",245.72,"HECTAREA"
2003-06-02,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",167.8,"HECTAREA"
2003-06-04,"95","GUAVIARE","95200","MIRAFLORES",193.6,"HECTAREA"
2003-06-04,"86","PUTUMAYO","86320","ORITO",183,"HECTAREA"
2003-06-04,"68","SANTANDER","68101","BOLIVAR",5.89,"HECTAREA"
2003-06-05,"95","GUAVIARE","95025","EL RETORNO",324.8,"HECTAREA"
2003-06-05,"86","PUTUMAYO","86885","VILLAGARZON",165,"HECTAREA"
2003-06-07,"95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE",403.7,"HECTAREA"
2003-06-08,"13","BOLÍVAR","13001","CARTAGENA",60.42,"HECTAREA"
2003-06-09,"95","GUAVIARE","95200","MIRAFLORES",31.2,"HECTAREA"
2003-06-09,"86","PUTUMAYO","86568","PUERTO ASIS",88.74,"HECTAREA"
2003-06-10,"13","BOLÍVAR","13442","MARIA LA BAJA",179.83,"HECTAREA"
2003-06-10,"95","GUAVIARE","95200","MIRAFLORES",408.4,"HECTAREA"
2003-06-10,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",68.22,"HECTAREA"
2003-06-11,"50","META","50450","PUERTO CONCORDIA",331.8,"HECTAREA"
2003-06-13,"95","GUAVIARE","95200","MIRAFLORES",395.5,"HECTAREA"
2003-06-14,"13","BOLÍVAR","13442","MARIA LA BAJA",48.65,"HECTAREA"
2003-06-14,"95","GUAVIARE","95200","MIRAFLORES",381.9,"HECTAREA"
2003-06-15,"86","PUTUMAYO","86885","VILLAGARZON",18.25,"HECTAREA"
2003-06-16,"13","BOLÍVAR","13670","SAN PABLO",46.89,"HECTAREA"
2003-06-16,"95","GUAVIARE","95200","MIRAFLORES",374.19,"HECTAREA"
2003-06-16,"86","PUTUMAYO","86885","VILLAGARZON",67.39,"HECTAREA"
2003-06-17,"13","BOLÍVAR","13670","SAN PABLO",102.82,"HECTAREA"
2003-06-18,"86","PUTUMAYO","86885","VILLAGARZON",55,"HECTAREA"
2003-06-19,"13","BOLÍVAR","13670","SAN PABLO",103.47,"HECTAREA"
2003-06-19,"86","PUTUMAYO","86885","VILLAGARZON",68.28,"HECTAREA"
2003-06-20,"13","BOLÍVAR","13670","SAN PABLO",153.2,"HECTAREA"
2003-06-20,"95","GUAVIARE","95200","MIRAFLORES",349.9,"HECTAREA"
2003-06-21,"13","BOLÍVAR","13670","SAN PABLO",138.52,"HECTAREA"
2003-06-22,"13","BOLÍVAR","13670","SAN PABLO",86.79,"HECTAREA"
2003-06-22,"86","PUTUMAYO","86320","ORITO",187.39,"HECTAREA"
2003-06-23,"13","BOLÍVAR","13442","MARIA LA BAJA",104.99,"HECTAREA"
2003-06-23,"95","GUAVIARE","95015","CALAMAR",218.05,"HECTAREA"
2003-06-23,"86","PUTUMAYO","86885","VILLAGARZON",336.86,"HECTAREA"
2003-06-24,"95","GUAVIARE","95200","MIRAFLORES",362.55,"HECTAREA"
2003-06-24,"86","PUTUMAYO","86320","ORITO",109.43,"HECTAREA"
2003-06-25,"13","BOLÍVAR","13670","SAN PABLO",66.28,"HECTAREA"
2003-06-26,"13","BOLÍVAR","13670","SAN PABLO",89.31,"HECTAREA"
2003-06-26,"95","GUAVIARE","95015","CALAMAR",90.1,"HECTAREA"
2003-06-27,"95","GUAVIARE","95200","MIRAFLORES",750.85,"HECTAREA"
2003-06-27,"86","PUTUMAYO","86320","ORITO",415.73,"HECTAREA"
2003-06-28,"13","BOLÍVAR","13160","CANTAGALLO",75,"HECTAREA"
2003-06-28,"86","PUTUMAYO","86320","ORITO",254.34,"HECTAREA"
2003-06-30,"13","BOLÍVAR","13160","CANTAGALLO",67.53,"HECTAREA"
2003-06-30,"86","PUTUMAYO","86320","ORITO",243.17,"HECTAREA"
2003-07-01,"13","BOLÍVAR","13670","SAN PABLO",60.63,"HECTAREA"
2003-07-01,"86","PUTUMAYO","86320","ORITO",272.34,"HECTAREA"
2003-07-02,"13","BOLÍVAR","13442","MARIA LA BAJA",151.31,"HECTAREA"
2003-07-02,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",638.66,"HECTAREA"
2003-07-04,"13","BOLÍVAR","13160","CANTAGALLO",177.78,"HECTAREA"
2003-07-04,"13","BOLÍVAR","13670","SAN PABLO",107.92,"HECTAREA"
2003-07-04,"95","GUAVIARE","95025","EL RETORNO",152.4,"HECTAREA"
2003-07-04,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",380.08,"HECTAREA"
2003-07-05,"95","GUAVIARE","95200","MIRAFLORES",724,"HECTAREA"
2003-07-05,"86","PUTUMAYO","86320","ORITO",706,"HECTAREA"
2003-07-06,"95","GUAVIARE","95200","MIRAFLORES",794,"HECTAREA"
2003-07-06,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",536.13,"HECTAREA"
2003-07-07,"95","GUAVIARE","95200","MIRAFLORES",228.4,"HECTAREA"
2003-07-07,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",71.94,"HECTAREA"
2003-07-08,"95","GUAVIARE","95015","CALAMAR",138.72,"HECTAREA"
2003-07-08,"95","GUAVIARE","95200","MIRAFLORES",767.68,"HECTAREA"
2003-07-09,"95","GUAVIARE","95025","EL RETORNO",87.7,"HECTAREA"
2003-07-09,"86","PUTUMAYO","86885","VILLAGARZON",364.3,"HECTAREA"
2003-07-10,"13","BOLÍVAR","13160","CANTAGALLO",70.01,"HECTAREA"
2003-07-10,"95","GUAVIARE","95015","CALAMAR",355.8,"HECTAREA"
2003-07-10,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",315.26,"HECTAREA"
2003-07-12,"13","BOLÍVAR","13670","SAN PABLO",69,"HECTAREA"
2003-07-12,"86","PUTUMAYO","86885","VILLAGARZON",202.54,"HECTAREA"
2003-07-14,"05","ANTIOQUIA","05895","ZARAGOZA",461.7,"HECTAREA"
2003-07-14,"95","GUAVIARE","95025","EL RETORNO",90.04,"HECTAREA"
2003-07-14,"86","PUTUMAYO","86865","VALLE DEL GUAMUEZ",441.35,"HECTAREA"
2003-07-15,"05","ANTIOQUIA","05895","ZARAGOZA",127.47,"HECTAREA"
