"fecha_hecho","departamento","municipio","cantidad","unidad","LATITUD","LONGITUD"
2014-08-29,"CORDOBA","MONTERIA",0.003,"KILOGRAMO",8.584698016,-75.95055079
2014-08-29,"CORDOBA","MONTERIA",0.003,"KILOGRAMO",8.584698016,-75.95055079
2014-08-29,"VALLE DEL CAUCA","GUADALAJARA DE BUGA",0.002,"KILOGRAMO",3.819854318,-75.98312419
2014-08-29,"SANTANDER","BARRANCABERMEJA",0.017,"KILOGRAMO",7.054074558,-73.78211646
2014-08-29,"CORDOBA","MONTERIA",0.004,"KILOGRAMO",8.584698016,-75.95055079
2014-08-29,"ATLANTICO","BARRANQUILLA",0.301,"KILOGRAMO",10.98152051,-74.82771544
2014-08-29,"ATLANTICO","BARRANQUILLA",0.197,"KILOGRAMO",10.98152051,-74.82771544
2014-08-29,"VALLE DEL CAUCA","BUENAVENTURA",0.005,"KILOGRAMO",3.493340766,-77.11872832
2014-08-29,"ATLANTICO","BARRANQUILLA",0.08,"KILOGRAMO",10.98152051,-74.82771544
2014-08-29,"ANTIOQUIA","MEDELLIN",0.03,"KILOGRAMO",6.257590259,-75.61103107
2014-08-29,"ANTIOQUIA","MEDELLIN",0.024,"KILOGRAMO",6.257590259,-75.61103107
2014-08-29,"ANTIOQUIA","MEDELLIN",0.003,"KILOGRAMO",6.257590259,-75.61103107
2014-08-29,"VALLE DEL CAUCA","TULUA",0.0055,"KILOGRAMO",4.02840797,-76.03250379
2014-08-29,"QUINDIO","ARMENIA",0.0021,"KILOGRAMO",4.499501128,-75.72489985
2014-08-29,"NORTE DE SANTANDER","CUCUTA",0.55,"KILOGRAMO",8.112041811,-72.48862641
2014-08-29,"META","GRANADA",0.013,"KILOGRAMO",3.441051399,-73.7611547
2014-08-29,"SUCRE","SINCELEJO",0.002,"KILOGRAMO",9.316673928,-75.43174967
2014-08-29,"VALLE DEL CAUCA","FLORIDA",0.002,"KILOGRAMO",3.304104295,-76.16477307
2014-08-29,"VALLE DEL CAUCA","PALMIRA",0.001,"KILOGRAMO",3.558392876,-76.22779972
2014-08-29,"VALLE DEL CAUCA","PALMIRA",0.004,"KILOGRAMO",3.558392876,-76.22779972
2014-08-29,"VALLE DEL CAUCA","PALMIRA",0.002,"KILOGRAMO",3.558392876,-76.22779972
2014-08-29,"VALLE DEL CAUCA","PRADERA",0.004,"KILOGRAMO",3.42063665,-76.17841841
2014-08-29,"VALLE DEL CAUCA","EL CERRITO",0.003,"KILOGRAMO",3.656072873,-76.30841784
