"fecha_hecho","departamento","municipio","cantidad","unidad","LATITUD","LONGITUD"
2010-02-06,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-06,"RISARALDA","DOSQUEBRADAS",0.002,"KILOGRAMO",4.842021144,-75.66993655
2010-02-06,"VALLE DEL CAUCA","PALMIRA",0.275,"KILOGRAMO",3.558392876,-76.22779972
2010-02-07,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
2010-02-07,"VALLE DEL CAUCA","CALI",0.003,"KILOGRAMO",3.399043723,-76.57649259
2010-02-07,"VALLE DEL CAUCA","CALI",0.01,"KILOGRAMO",3.399043723,-76.57649259
2010-02-07,"VALLE DEL CAUCA","CALI",0.006,"KILOGRAMO",3.399043723,-76.57649259
2010-02-08,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-02-08,"NARIÑO","EL TABLON DE GOMEZ",1.115,"KILOGRAMO",1.409430207,-76.98526959
2010-02-09,"QUINDIO","LA TEBAIDA",0.003,"KILOGRAMO",4.426884849,-75.81927335
2010-02-09,"NORTE DE SANTANDER","CUCUTA",0.005,"KILOGRAMO",8.112041811,-72.48862641
2010-02-09,"VALLE DEL CAUCA","GINEBRA",0.002,"KILOGRAMO",3.74410441,-76.19082004
2010-02-09,"VALLE DEL CAUCA","GINEBRA",0.001,"KILOGRAMO",3.74410441,-76.19082004
2010-02-10,"RISARALDA","PEREIRA",0.008,"KILOGRAMO",4.803662773,-75.79579093
2010-02-10,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-10,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-10,"VALLE DEL CAUCA","CALI",0.01,"KILOGRAMO",3.399043723,-76.57649259
2010-02-11,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-11,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-11,"VALLE DEL CAUCA","CALI",0.005,"KILOGRAMO",3.399043723,-76.57649259
2010-02-11,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-11,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-11,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-02-11,"RISARALDA","SANTA ROSA DE CABAL",0.002,"KILOGRAMO",4.833789828,-75.54950174
2010-02-12,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-12,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-12,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-12,"QUINDIO","SALENTO",0.002,"KILOGRAMO",4.611314654,-75.53092112
2010-02-12,"CAUCA","SANTANDER DE QUILICHAO",0.003,"KILOGRAMO",2.984467338,-76.49873145
2010-02-12,"RISARALDA","DOSQUEBRADAS",0.03,"KILOGRAMO",4.842021144,-75.66993655
2010-02-13,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-13,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-13,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-13,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-14,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-14,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-15,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-15,"QUINDIO","ARMENIA",0.005,"KILOGRAMO",4.499501128,-75.72489985
2010-02-15,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-16,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-16,"QUINDIO","CALARCA",0.004,"KILOGRAMO",4.467879428,-75.65674719
2010-02-16,"VALLE DEL CAUCA","CALI",0.001,"KILOGRAMO",3.399043723,-76.57649259
2010-02-16,"VALLE DEL CAUCA","CALI",0.01,"KILOGRAMO",3.399043723,-76.57649259
2010-02-17,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-17,"RISARALDA","PEREIRA",0.005,"KILOGRAMO",4.803662773,-75.79579093
2010-02-17,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-17,"RISARALDA","PEREIRA",2.14,"KILOGRAMO",4.803662773,-75.79579093
2010-02-17,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-17,"QUINDIO","ARMENIA",0.005,"KILOGRAMO",4.499501128,-75.72489985
2010-02-17,"QUINDIO","LA TEBAIDA",0.001,"KILOGRAMO",4.426884849,-75.81927335
2010-02-17,"NORTE DE SANTANDER","CUCUTA",0.0013,"KILOGRAMO",8.112041811,-72.48862641
2010-02-18,"VALLE DEL CAUCA","CALI",0.009,"KILOGRAMO",3.399043723,-76.57649259
2010-02-18,"RISARALDA","PEREIRA",0.003,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-19,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-19,"RISARALDA","DOSQUEBRADAS",0.015,"KILOGRAMO",4.842021144,-75.66993655
2010-02-19,"RISARALDA","LA CELIA",0.008,"KILOGRAMO",4.988127679,-76.00822678
2010-02-20,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-20,"VALLE DEL CAUCA","CALI",0.001,"KILOGRAMO",3.399043723,-76.57649259
2010-02-20,"VALLE DEL CAUCA","CALI",0.004,"KILOGRAMO",3.399043723,-76.57649259
2010-02-21,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-21,"VALLE DEL CAUCA","CALI",0.001,"KILOGRAMO",3.399043723,-76.57649259
2010-02-22,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-22,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-22,"ANTIOQUIA","RIONEGRO",0.79,"KILOGRAMO",6.150785807,-75.41076052
2010-02-22,"RISARALDA","PUEBLO RICO",0.001,"KILOGRAMO",5.286295408,-76.07359421
2010-02-23,"QUINDIO","CALARCA",0.004,"KILOGRAMO",4.467879428,-75.65674719
2010-02-23,"QUINDIO","CIRCASIA",0.005,"KILOGRAMO",4.604845344,-75.66688449
2010-02-23,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-23,"BOLIVAR","CARTAGENA",1.633,"KILOGRAMO",10.46343362,-75.45889915
2010-02-23,"BOLIVAR","CARTAGENA",1,"KILOGRAMO",10.46343362,-75.45889915
2010-02-24,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-02-24,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-24,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
2010-02-24,"QUINDIO","ARMENIA",0.02,"KILOGRAMO",4.499501128,-75.72489985
2010-02-24,"QUINDIO","CALARCA",0.007,"KILOGRAMO",4.467879428,-75.65674719
2010-02-24,"VALLE DEL CAUCA","CALI",0.002,"KILOGRAMO",3.399043723,-76.57649259
2010-02-24,"QUINDIO","ARMENIA",0.004,"KILOGRAMO",4.499501128,-75.72489985
2010-02-24,"RISARALDA","BALBOA",0.003,"KILOGRAMO",4.918349676,-75.94275386
2010-02-25,"RISARALDA","PEREIRA",0.003,"KILOGRAMO",4.803662773,-75.79579093
2010-02-25,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-25,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-25,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
2010-02-25,"QUINDIO","CALARCA",0.005,"KILOGRAMO",4.467879428,-75.65674719
2010-02-25,"QUINDIO","CALARCA",0.006,"KILOGRAMO",4.467879428,-75.65674719
2010-02-25,"NORTE DE SANTANDER","CUCUTA",4e-04,"KILOGRAMO",8.112041811,-72.48862641
2010-02-26,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-02-26,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-02-26,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-26,"NARIÑO","IPIALES",7.025,"KILOGRAMO",0.497708465,-77.24047625
2010-02-26,"AMAZONAS","LETICIA",0.995,"KILOGRAMO",-3.530058784,-70.04513691
2010-02-26,"RISARALDA","LA CELIA",0.008,"KILOGRAMO",4.988127679,-76.00822678
2010-02-27,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","ARMENIA",0.003,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","ARMENIA",0.004,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","ARMENIA",0.004,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","CALARCA",0.005,"KILOGRAMO",4.467879428,-75.65674719
2010-02-27,"QUINDIO","CALARCA",0.006,"KILOGRAMO",4.467879428,-75.65674719
2010-02-27,"QUINDIO","CALARCA",0.005,"KILOGRAMO",4.467879428,-75.65674719
2010-02-27,"QUINDIO","CALARCA",0.009,"KILOGRAMO",4.467879428,-75.65674719
2010-02-27,"QUINDIO","SALENTO",0.002,"KILOGRAMO",4.611314654,-75.53092112
2010-02-27,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-02-27,"QUINDIO","ARMENIA",0.008,"KILOGRAMO",4.499501128,-75.72489985
2010-02-28,"VALLE DEL CAUCA","CALI",0.01,"KILOGRAMO",3.399043723,-76.57649259
2010-03-01,"RISARALDA","DOSQUEBRADAS",0.002,"KILOGRAMO",4.842021144,-75.66993655
2010-03-01,"QUINDIO","CIRCASIA",1.21,"KILOGRAMO",4.604845344,-75.66688449
2010-03-01,"VALLE DEL CAUCA","CALI",0.004,"KILOGRAMO",3.399043723,-76.57649259
2010-03-02,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-03-02,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-02,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-03-02,"QUINDIO","LA TEBAIDA",0.002,"KILOGRAMO",4.426884849,-75.81927335
2010-03-03,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-03-03,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
2010-03-03,"ANTIOQUIA","MEDELLIN",0.004,"KILOGRAMO",6.257590259,-75.61103107
2010-03-03,"ANTIOQUIA","MEDELLIN",0.004,"KILOGRAMO",6.257590259,-75.61103107
2010-03-03,"VALLE DEL CAUCA","CALI",0.006,"KILOGRAMO",3.399043723,-76.57649259
2010-03-03,"VALLE DEL CAUCA","CALI",0.001,"KILOGRAMO",3.399043723,-76.57649259
2010-03-03,"VALLE DEL CAUCA","CALI",0.005,"KILOGRAMO",3.399043723,-76.57649259
2010-03-04,"RISARALDA","DOSQUEBRADAS",0.002,"KILOGRAMO",4.842021144,-75.66993655
2010-03-04,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-03-04,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-03-04,"VALLE DEL CAUCA","CALI",0.005,"KILOGRAMO",3.399043723,-76.57649259
2010-03-04,"VALLE DEL CAUCA","CALI",0.001,"KILOGRAMO",3.399043723,-76.57649259
2010-03-05,"RISARALDA","DOSQUEBRADAS",0.001,"KILOGRAMO",4.842021144,-75.66993655
2010-03-05,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-03-05,"QUINDIO","ARMENIA",0.001,"KILOGRAMO",4.499501128,-75.72489985
2010-03-05,"ANTIOQUIA","MEDELLIN",0.015,"KILOGRAMO",6.257590259,-75.61103107
2010-03-05,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.002,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-05,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-06,"RISARALDA","PEREIRA",0.001,"KILOGRAMO",4.803662773,-75.79579093
2010-03-06,"QUINDIO","ARMENIA",0.002,"KILOGRAMO",4.499501128,-75.72489985
